id,Date,items
1450,02-03-2015,"""soda"",""pork"",""yogurt"",""sausage"",""pork"",""root vegetables"",""soda"",""whole milk"",""other vegetables"",""tropical fruit"",""shopping bags"",""white bread"",""yogurt"",""soda"",""other vegetables"",""dog food"",""long life bakery product"",""baking powder"",""sliced cheese"""
1451,21-08-2015,"""tropical fruit"",""root vegetables"",""chicken"",""sausage"",""curd"",""coffee"",""pip fruit"",""domestic eggs"""
1452,24-05-2015,"""whole milk"",""chicken"",""root vegetables"",""pip fruit"",""soda"",""whole milk"",""white wine"",""vinegar"",""liquor (appetizer)"""
1453,13-11-2015,"""canned beer"",""soda"",""meat"",""semi-finished bread"",""cleaner"",""bottled water"",""frozen vegetables"",""cling film/bags"",""dessert"""
1454,15-03-2015,"""pip fruit"",""sugar"",""root vegetables"",""root vegetables"",""frozen fish"",""frozen dessert"""
1455,23-10-2015,"""turkey"",""other vegetables"",""meat"",""dessert"",""white bread"",""flour"",""beverages"",""citrus fruit"",""whipped/sour cream"",""cleaner"",""margarine"""
1456,03-12-2015,"""yogurt"",""butter"",""frankfurter"",""frozen vegetables"",""beef"",""mustard"",""cleaner"",""beverages"",""coffee"",""kitchen towels"",""fruit/vegetable juice"",""red/blush wine"""
1457,18-02-2015,"""sausage"",""canned beer"",""other vegetables"",""sausage"",""organic products"",""frankfurter"",""yogurt"",""tropical fruit"",""whole milk"",""rolls/buns"",""soda"",""whole milk"",""soda"",""herbs"",""frozen dessert"",""rice"",""coffee"",""UHT-milk"",""cat food"",""hygiene articles"",""processed cheese"",""misc. beverages"",""rolls/buns"""
1458,31-03-2015,"""other vegetables"",""bottled water"""
1459,08-09-2015,"""newspapers"",""pork"",""sausage"",""zwieback"",""chocolate"",""whipped/sour cream"",""ham"",""whole milk"",""specialty chocolate"",""sliced cheese"",""other vegetables"",""curd"",""cream cheese "",""whole milk"",""salty snack"",""bottled beer"",""long life bakery product"",""detergent"",""soda"""
1460,10-08-2015,"""white wine"",""beef"",""sausage"",""berries"",""rolls/buns"",""other vegetables"",""other vegetables"",""pastry"""
1461,01-12-2015,"""sausage"",""dessert"",""sausage"",""UHT-milk"",""canned beer"",""brown bread"",""pork"",""berries"",""canned beer"",""citrus fruit"",""other vegetables"",""brown bread"",""long life bakery product"",""mayonnaise"",""frozen vegetables"",""yogurt"""
1462,06-03-2015,"""misc. beverages"",""tropical fruit"",""beef"",""sausage"",""tropical fruit"",""whole milk"",""tropical fruit"",""flower (seeds)"",""sparkling wine"",""long life bakery product"",""soda"""
1463,22-04-2015,"""yogurt"",""citrus fruit"""
1464,23-09-2015,"""beef"",""soda"",""packaged fruit/vegetables"",""other vegetables"""
1465,20-02-2015,"""sausage"",""meat"",""canned beer"",""curd"",""root vegetables"",""root vegetables"",""butter"",""whipped/sour cream"",""rolls/buns"",""whole milk"",""root vegetables"",""chocolate marshmallow"",""salt"",""yogurt"",""dish cleaner"",""other vegetables"",""pastry"""
1466,02-08-2015,"""frankfurter"",""tropical fruit"",""pip fruit"",""curd"",""cookware"",""packaged fruit/vegetables"",""whole milk"",""cake bar"",""pastry"",""oil"",""dessert"",""pot plants"""
1467,27-11-2015,"""pork"",""beef"",""pip fruit"",""soda"",""soda"",""tea"",""yogurt"",""whole milk"",""flour"",""beverages"",""cocoa drinks"""
1468,27-06-2015,"""whole milk"",""soda"",""margarine"",""rolls/buns"""
1469,23-09-2015,"""cookware"",""photo/film"",""beef"",""white wine"",""ice cream"",""whole milk"",""other vegetables"",""rolls/buns"",""other vegetables"",""brown bread"",""pip fruit"",""canned fish"",""whole milk"",""cream cheese "",""margarine"",""fruit/vegetable juice"",""sliced cheese"",""UHT-milk"""
1470,08-09-2015,"""frozen vegetables"",""beverages"",""packaged fruit/vegetables"",""citrus fruit"",""fruit/vegetable juice"",""popcorn"",""rolls/buns"",""jam"",""hygiene articles"",""house keeping products"""
1471,15-11-2015,"""chicken"",""citrus fruit"",""hamburger meat"",""salty snack"",""onions"",""pork"",""other vegetables"",""hamburger meat"",""dessert"",""tea"",""root vegetables"",""soda"",""pastry"",""canned fish"",""napkins"",""domestic eggs"",""shopping bags"",""fruit/vegetable juice"",""zwieback"",""shopping bags"",""sugar"",""shopping bags"",""oil"",""frozen vegetables"",""curd"",""fruit/vegetable juice"""
1472,13-05-2015,"""frankfurter"",""sausage"",""ice cream"",""yogurt"",""soda"",""margarine"",""chocolate"",""other vegetables"",""kitchen towels"",""rolls/buns"",""seasonal products"""
1473,11-10-2015,"""tropical fruit"",""hamburger meat"",""frankfurter"",""whipped/sour cream"",""specialty chocolate"",""bottled water"",""rolls/buns"",""root vegetables"",""whole milk"",""red/blush wine"",""other vegetables"",""coffee"""
1474,10-09-2015,"""root vegetables"",""canned beer"",""detergent"",""canned beer"",""rolls/buns"",""chicken"",""sausage"",""newspapers"",""other vegetables"",""other vegetables"",""chicken"",""dog food"",""long life bakery product"",""yogurt"",""other vegetables"",""detergent"""
1475,20-11-2015,"""tropical fruit"",""sausage"",""citrus fruit"",""whole milk"",""tropical fruit"",""brown bread"",""liquor"",""candy"",""yogurt"",""domestic eggs"",""margarine"""
1476,23-07-2015,"""whole milk"",""butter"",""frankfurter"",""chicken"",""chewing gum"",""tropical fruit"",""grapes"",""ice cream"",""soft cheese"",""cake bar"",""whole milk"",""rolls/buns"",""mustard"",""bottled beer"",""canned beer"",""ready soups"",""dish cleaner"""
1477,19-01-2015,"""whole milk"",""soda"",""other vegetables"",""canned beer"",""frankfurter"",""root vegetables"",""other vegetables"",""yogurt"",""beef"",""other vegetables"",""yogurt"",""whole milk"",""curd"",""sugar"",""soda"",""tropical fruit"",""bottled water"",""yogurt"",""white bread"""
1478,02-07-2015,"""frankfurter"",""processed cheese"",""tropical fruit"",""root vegetables"",""yogurt"",""whole milk"",""rolls/buns"",""onions"",""frozen vegetables"",""shopping bags"",""brown bread"""
1479,09-02-2015,"""soda"",""other vegetables"",""frozen vegetables"",""UHT-milk"",""butter"",""whole milk"",""rolls/buns"",""soda"",""whole milk"",""whole milk"""
1480,18-12-2015,"""whole milk"",""bottled beer"",""sausage"",""rolls/buns"",""pork"",""sliced cheese"""
1481,08-09-2015,"""root vegetables"",""flower soil/fertilizer"",""frankfurter"",""rolls/buns"",""frozen vegetables"",""yogurt"",""other vegetables"",""ice cream"",""UHT-milk"",""whipped/sour cream"",""pet care"""
1482,16-05-2015,"""other vegetables"",""bottled beer"",""sausage"",""whole milk"",""dog food"",""grapes"""
1483,17-11-2015,"""citrus fruit"",""grapes"",""beef"",""berries"",""rolls/buns"",""brown bread"",""whole milk"",""other vegetables"",""soda"",""bottled water"",""condensed milk"",""oil"",""curd"",""seasonal products"",""soda"",""chocolate"",""waffles"",""nut snack"",""shopping bags"""
1484,10-10-2015,"""root vegetables"",""pip fruit"",""vinegar"",""salty snack"",""sausage"",""rolls/buns"",""butter"",""whole milk"",""sugar"",""newspapers"""
1485,18-01-2015,"""tropical fruit"",""other vegetables"""
1486,21-08-2015,"""butter milk"",""whole milk"""
1487,18-06-2015,"""root vegetables"",""whipped/sour cream"",""ham"",""instant coffee"",""yogurt"",""frozen vegetables"",""bottled beer"",""margarine"",""whole milk"",""butter milk"",""beef"",""long life bakery product"",""other vegetables"",""dessert"",""bottled water"",""whole milk"",""fruit/vegetable juice"",""house keeping products"",""semi-finished bread"",""shopping bags"""
1488,09-02-2015,"""pip fruit"",""cleaner"",""instant coffee"",""rolls/buns"",""shopping bags"",""domestic eggs"""
1489,19-12-2015,"""pip fruit"",""dessert"",""beverages"",""citrus fruit"",""white bread"",""white bread"",""berries"",""tropical fruit"",""tropical fruit"",""frozen meals"",""red/blush wine"",""pastry"",""soda"",""specialty bar"",""pastry"",""bottled water"",""newspapers"",""soda"""
1490,06-08-2015,"""rolls/buns"",""frankfurter"",""curd"",""other vegetables"",""bottled beer"",""specialty chocolate"",""domestic eggs"""
1491,07-10-2015,"""meat"",""whole milk"""
1492,06-06-2015,"""soda"",""other vegetables"",""sausage"",""sausage"",""citrus fruit"",""whole milk"",""frankfurter"",""tropical fruit"",""bottled water"",""whipped/sour cream"",""zwieback"",""soda"",""canned beer"",""other vegetables"",""domestic eggs"",""brown bread"",""soda"",""whole milk"",""sugar"",""whipped/sour cream"""
1493,26-12-2015,"""root vegetables"",""tropical fruit"",""newspapers"",""domestic eggs"",""whole milk"",""rolls/buns"",""mustard"",""whole milk"",""root vegetables"",""coffee"",""cream cheese "",""chewing gum"",""yogurt"""
1494,30-07-2015,"""sausage"",""dessert"",""brown bread"",""packaged fruit/vegetables"",""whipped/sour cream"",""yogurt"""
1495,16-01-2015,"""butter"",""whole milk"",""root vegetables"",""onions"""
1496,31-10-2015,"""sauces"",""hamburger meat"",""frankfurter"",""whole milk"",""frozen vegetables"",""whole milk"",""fruit/vegetable juice"",""soda"""
1497,22-01-2015,"""beef"",""sausage"",""citrus fruit"",""beef"",""other vegetables"",""whole milk"",""whole milk"",""frozen meals"",""bottled water"""
1498,02-12-2015,"""ham"",""meat"",""pip fruit"",""curd"",""beverages"",""soda"""
1499,20-07-2015,"""tropical fruit"",""other vegetables"",""cereals"",""other vegetables"",""rolls/buns"",""dessert"",""root vegetables"""
1500,14-04-2015,"""sausage"",""other vegetables"",""frankfurter"",""whole milk"",""sausage"",""whipped/sour cream"",""misc. beverages"",""margarine"",""yogurt"",""frozen meals"",""rice"",""cat food"",""margarine"""
1501,11-05-2015,"""soda"",""whipped/sour cream"",""whipped/sour cream"",""pip fruit"""
1502,06-03-2015,"""whole milk"",""frankfurter"",""canned beer"",""fruit/vegetable juice"",""frankfurter"",""onions"",""bottled beer"",""butter"",""whipped/sour cream"",""female sanitary products"",""domestic eggs"",""root vegetables"",""bottled beer"",""bottled beer"",""margarine"",""other vegetables"",""shopping bags"",""pastry"""
1503,03-09-2015,"""pip fruit"",""whipped/sour cream"",""ham"",""other vegetables"",""meat spreads"",""whole milk"""
1504,02-06-2015,"""chicken"",""citrus fruit"",""hamburger meat"",""pork"",""UHT-milk"",""liquor"",""soda"",""soups"",""tropical fruit"",""root vegetables"",""pork"",""spread cheese"",""whole milk"",""processed cheese"",""chicken"",""shopping bags"",""white bread"",""other vegetables"",""other vegetables"",""other vegetables"",""flour"""
1505,20-03-2015,"""root vegetables"",""beef"",""dessert"",""waffles"",""beef"",""root vegetables"",""butter"",""yogurt"""
1506,31-07-2015,"""rolls/buns"",""sausage"",""frozen dessert"",""other vegetables"",""citrus fruit"",""curd"",""whole milk"",""pet care"",""red/blush wine"",""rolls/buns"",""dessert"",""specialty chocolate"",""white bread"",""candy"",""pastry"""
1507,30-01-2015,"""butter"",""shopping bags"",""pip fruit"",""domestic eggs"",""whole milk"",""yogurt"",""beef"",""chewing gum"",""frozen meals"",""tropical fruit"",""coffee"",""root vegetables"",""whole milk"",""bottled beer"",""mustard"""
1508,03-01-2015,"""tropical fruit"",""beef"",""citrus fruit"",""domestic eggs"",""pastry"""
1509,04-09-2015,"""sausage"",""pork"",""domestic eggs"",""herbs"""
1510,04-01-2015,"""rolls/buns"",""meat"",""white bread"",""beverages"""
1511,12-12-2015,"""tropical fruit"",""whole milk"",""bottled beer"",""ice cream"",""other vegetables"",""citrus fruit"",""sausage"",""specialty chocolate"",""sliced cheese"",""pastry"",""red/blush wine"",""butter"",""hard cheese"",""rolls/buns"",""whole milk"",""shopping bags"",""cream cheese """
1512,26-05-2015,"""tropical fruit"",""candles"",""other vegetables"",""grapes"",""hard cheese"",""citrus fruit"",""canned fish"",""rolls/buns"",""pickled vegetables"",""white wine"",""oil"""
1513,03-09-2015,"""UHT-milk"",""salty snack"",""other vegetables"",""whole milk"",""rolls/buns"",""butter"""
1514,25-02-2015,"""other vegetables"",""processed cheese"",""sliced cheese"",""frozen chicken"""
1515,05-01-2015,"""frankfurter"",""finished products"",""whole milk"",""beef"",""dessert"",""UHT-milk"",""other vegetables"",""cling film/bags"",""pastry"",""butter milk"",""hard cheese"",""sweet spreads"""
1516,11-05-2015,"""whole milk"",""salt"",""waffles"",""white bread"""
1517,07-11-2015,"""frankfurter"",""hamburger meat"",""tropical fruit"",""beef"",""coffee"",""whipped/sour cream"",""fish"",""soda"""
1518,26-09-2015,"""whipped/sour cream"",""frozen meals"",""finished products"",""pork"",""chocolate"",""frozen meals"",""other vegetables"",""whole milk"",""liquor"",""packaged fruit/vegetables"",""long life bakery product"",""napkins"",""salty snack"""
1519,09-09-2015,"""other vegetables"",""newspapers"""
1520,31-10-2015,"""whole milk"",""other vegetables"",""rolls/buns"",""whole milk"""
1521,21-04-2015,"""soda"",""other vegetables"",""chewing gum"",""chocolate"",""red/blush wine"",""pip fruit"",""processed cheese"",""yogurt"",""yogurt"",""shopping bags"""
1522,20-07-2015,"""pip fruit"",""hard cheese"",""bottled water"",""bottled beer"",""root vegetables"",""brown bread"""
1523,29-06-2015,"""other vegetables"",""frankfurter"",""citrus fruit"",""soda"",""whole milk"",""grapes"",""whole milk"",""whole milk"",""berries"",""coffee"",""rolls/buns"",""root vegetables"",""sugar"",""hygiene articles"""
1524,14-10-2015,"""sausage"",""rolls/buns"",""cream cheese "",""coffee"""
1525,22-08-2015,"""curd"",""sausage"",""shopping bags"",""margarine"",""shopping bags"",""sparkling wine"""
1526,11-12-2015,"""napkins"",""misc. beverages"",""root vegetables"",""fruit/vegetable juice"",""yogurt"",""soups"",""oil"""
1527,03-12-2015,"""chewing gum"",""UHT-milk"",""frozen vegetables"",""soda"""
1528,12-01-2015,"""ice cream"",""whole milk"",""grapes"",""newspapers"""
1529,15-10-2015,"""liver loaf"",""sliced cheese"",""cream cheese "",""dessert"",""soda"",""sliced cheese"",""pip fruit"",""coffee"",""cat food"",""shopping bags"""
1530,07-05-2015,"""bottled water"",""sausage"",""root vegetables"",""ham"",""root vegetables"",""white bread"",""other vegetables"",""bottled water"",""coffee"",""margarine"""
1531,07-08-2015,"""pip fruit"",""sausage"",""whole milk"",""tropical fruit"",""meat"",""berries"",""brown bread"",""whipped/sour cream"",""frozen vegetables"",""other vegetables"",""other vegetables"",""shopping bags"",""mayonnaise"",""dessert"",""shopping bags"",""UHT-milk"""
1532,07-11-2015,"""turkey"",""other vegetables"",""soda"",""meat"",""whole milk"",""root vegetables"",""sugar"",""whole milk"",""tropical fruit"",""curd"",""margarine"",""yogurt"",""whole milk"",""cat food"",""soda"""
1533,22-04-2015,"""ham"",""whole milk"",""skin care"",""beef"",""frankfurter"",""yogurt"",""berries"",""beverages"",""root vegetables"",""yogurt"",""fruit/vegetable juice"",""pastry"""
1534,15-08-2015,"""citrus fruit"",""berries"",""grapes"",""instant coffee"",""other vegetables"",""long life bakery product"""
1535,15-10-2015,"""sausage"",""pork"",""shopping bags"",""butter"""
1536,27-10-2015,"""yogurt"",""light bulbs"",""frozen vegetables"",""liquor"",""citrus fruit"",""ham"",""bottled beer"",""butter"",""chewing gum"",""cream cheese "",""rolls/buns"",""whipped/sour cream"",""soda"",""light bulbs"""
1537,31-01-2015,"""chicken"",""bottled water"",""tropical fruit"",""citrus fruit"",""ham"",""onions"",""white bread"",""brown bread"",""bottled water"",""rolls/buns"",""yogurt"",""specialty chocolate"",""soda"",""pickled vegetables"""
1538,04-07-2015,"""beverages"",""citrus fruit"",""berries"",""popcorn"",""shopping bags"",""tropical fruit"",""other vegetables"",""dishes"",""whole milk"",""fruit/vegetable juice"""
1539,02-05-2015,"""onions"",""citrus fruit"",""canned beer"",""domestic eggs"",""grapes"",""fruit/vegetable juice"",""white wine"",""waffles"",""pickled vegetables"""
1540,27-02-2015,"""bottled beer"",""sausage"",""misc. beverages"",""liquor"",""sausage"",""meat"",""packaged fruit/vegetables"",""berries"",""pot plants"",""root vegetables"",""rolls/buns"",""liquor (appetizer)"",""frozen vegetables"",""beverages"",""other vegetables"",""cream cheese "",""coffee"""
1541,11-07-2015,"""butter"",""chocolate"",""whole milk"",""citrus fruit"",""white bread"",""shopping bags"""
1542,17-10-2015,"""root vegetables"",""whole milk"",""yogurt"",""hamburger meat"",""other vegetables"",""red/blush wine"",""white bread"",""other vegetables"",""butter"",""specialty chocolate"""
1543,10-11-2015,"""sausage"",""soda"",""sausage"",""baking powder"",""fruit/vegetable juice"",""hygiene articles"""
1544,27-01-2015,"""soda"",""rolls/buns"",""whipped/sour cream"",""newspapers"",""beef"",""shopping bags"",""bottled water"""
1545,04-06-2015,"""chicken"",""frankfurter"",""coffee"",""whole milk"",""chicken"",""dessert"",""cream cheese "",""brown bread"",""butter"",""brown bread"",""bottled beer"""
